fault_id,vehicle_type,system,symptom,fault_name,obd_code,confidence,severity,required_parts,estimated_time_hours,estimated_cost_range,fix_procedure,common_vehicles
F0370,Bike,Bike,bike carburetor running rich poor mileage,Carburetor Float Valve Stuck,,0.82,Medium,P-123,1,500-1500,Remove carburetor. Disassemble and clean all jets and passages. Replace float valve and gaskets. Adjust float height. Reinstall and tune mixture.,"Hero Splendor,Bajaj CT,Royal Enfield Classic,TVS Star City"
F0371,Bike,Bike,motorcycle carburetor needs cleaning fuel dripping,Carburetor Float Valve Stuck,,0.82,Medium,P-123,1,500-1500,Remove carburetor. Disassemble and clean all jets and passages. Replace float valve and gaskets. Adjust float height. Reinstall and tune mixture.,"Hero Splendor,Bajaj CT,Royal Enfield Classic,TVS Star City"
F0372,Bike,Bike,carb overflow fuel leaking from carburetor,Carburetor Float Valve Stuck,,0.82,Medium,P-123,1,500-1500,Remove carburetor. Disassemble and clean all jets and passages. Replace float valve and gaskets. Adjust float height. Reinstall and tune mixture.,"Hero Splendor,Bajaj CT,Royal Enfield Classic,TVS Star City"
F0373,Bike,Bike,bike clutch plates worn clutch slipping,Clutch Plate Worn (Motorcycle),,0.85,Medium,P-124,1.5,1200-2500,Drain engine oil. Remove clutch cover. Inspect friction and steel plates. Replace clutch plate set. Adjust clutch cable free play. Refill oil.,"Bajaj Pulsar,Honda Shine,TVS Apache,Royal Enfield Classic"
F0374,Bike,Bike,motorcycle clutch not gripping properly under load,Clutch Plate Worn (Motorcycle),,0.85,Medium,P-124,1.5,1200-2500,Drain engine oil. Remove clutch cover. Inspect friction and steel plates. Replace clutch plate set. Adjust clutch cable free play. Refill oil.,"Bajaj Pulsar,Honda Shine,TVS Apache,Royal Enfield Classic"
F0375,Bike,Bike,clutch plates glazed bike losing power on acceleration,Clutch Plate Worn (Motorcycle),,0.85,Medium,P-124,1.5,1200-2500,Drain engine oil. Remove clutch cover. Inspect friction and steel plates. Replace clutch plate set. Adjust clutch cable free play. Refill oil.,"Bajaj Pulsar,Honda Shine,TVS Apache,Royal Enfield Classic"
F0376,Bike,Bike,bike self start motor not engaging,Self Start Motor Bendix Failure,,0.81,Medium,P-125,1.5,1500-3000,Remove starter motor. Inspect bendix gear for wear. Replace starter motor assembly. Check starter relay. Test operation after assembly.,"Honda Activa,TVS Jupiter,Hero Pleasure,Suzuki Access"
F0377,Bike,Bike,self start button pressed motor spins but engine doesnt crank,Self Start Motor Bendix Failure,,0.81,Medium,P-125,1.5,1500-3000,Remove starter motor. Inspect bendix gear for wear. Replace starter motor assembly. Check starter relay. Test operation after assembly.,"Honda Activa,TVS Jupiter,Hero Pleasure,Suzuki Access"
F0378,Bike,Bike,starter motor gear not meshing with flywheel,Self Start Motor Bendix Failure,,0.81,Medium,P-125,1.5,1500-3000,Remove starter motor. Inspect bendix gear for wear. Replace starter motor assembly. Check starter relay. Test operation after assembly.,"Honda Activa,TVS Jupiter,Hero Pleasure,Suzuki Access"
F0379,Bike,Bike,bike front fork leaking oil,Front Fork Oil Seal Leak,,0.84,Medium,P-126,2,1500-3000,Remove front forks from motorcycle. Replace fork oil seals and dust seals. Refill with correct weight fork oil. Reassemble and test.,"Bajaj Pulsar,TVS Apache,Yamaha FZ,KTM Duke"
F0380,Bike,Bike,front suspension oil dripping from fork tubes,Front Fork Oil Seal Leak,,0.84,Medium,P-126,2,1500-3000,Remove front forks from motorcycle. Replace fork oil seals and dust seals. Refill with correct weight fork oil. Reassemble and test.,"Bajaj Pulsar,TVS Apache,Yamaha FZ,KTM Duke"
F0381,Bike,Bike,motorcycle front forks feel bouncy and leaking,Front Fork Oil Seal Leak,,0.84,Medium,P-126,2,1500-3000,Remove front forks from motorcycle. Replace fork oil seals and dust seals. Refill with correct weight fork oil. Reassemble and test.,"Bajaj Pulsar,TVS Apache,Yamaha FZ,KTM Duke"
F0382,Bike,Bike,bike throttle cable stuck not returning,Throttle Cable Issue (Motorcycle),,0.82,Medium,P-127,0.5,300-800,Inspect throttle cable routing for kinks. Lubricate cable with cable lube. Replace cable if frayed or damaged. Adjust free play at handlebar.,"Hero Splendor,Honda Shine,Bajaj Pulsar,TVS Star City"
F0383,Bike,Bike,throttle grip not snapping back freely,Throttle Cable Issue (Motorcycle),,0.82,Medium,P-127,0.5,300-800,Inspect throttle cable routing for kinks. Lubricate cable with cable lube. Replace cable if frayed or damaged. Adjust free play at handlebar.,"Hero Splendor,Honda Shine,Bajaj Pulsar,TVS Star City"
F0384,Bike,Bike,motorcycle throttle sticking partially open,Throttle Cable Issue (Motorcycle),,0.82,Medium,P-127,0.5,300-800,Inspect throttle cable routing for kinks. Lubricate cable with cable lube. Replace cable if frayed or damaged. Adjust free play at handlebar.,"Hero Splendor,Honda Shine,Bajaj Pulsar,TVS Star City"
F0385,Bike,Bike,Royal Enfield engine making noise from right side,Tappet Clearance Incorrect (RE),,0.8,Low,,0.5,300-600,Remove tappet covers. Measure tappet clearance with feeler gauge. Adjust intake and exhaust tappets to manufacturer spec. Reassemble.,"Royal Enfield Classic,Royal Enfield Bullet,Royal Enfield Meteor,Royal Enfield Hunter"
F0386,Bike,Bike,bullet engine tappet noise at idle,Tappet Clearance Incorrect (RE),,0.8,Low,,0.5,300-600,Remove tappet covers. Measure tappet clearance with feeler gauge. Adjust intake and exhaust tappets to manufacturer spec. Reassemble.,"Royal Enfield Classic,Royal Enfield Bullet,Royal Enfield Meteor,Royal Enfield Hunter"
F0387,Bike,Bike,RE classic tapping noise that changes with RPM,Tappet Clearance Incorrect (RE),,0.8,Low,,0.5,300-600,Remove tappet covers. Measure tappet clearance with feeler gauge. Adjust intake and exhaust tappets to manufacturer spec. Reassemble.,"Royal Enfield Classic,Royal Enfield Bullet,Royal Enfield Meteor,Royal Enfield Hunter"
F0388,Bike,Bike,bike brake shoe worn rear brake not effective,Rear Brake Shoe Worn (Motorcycle),,0.84,Medium,P-128,0.5,400-800,Remove rear wheel. Inspect brake shoes for lining thickness. Replace shoes if below minimum. Clean drum surface. Adjust brake lever.,"Hero Splendor,Honda Activa,Bajaj CT,TVS Star City"
F0389,Bike,Bike,rear drum brake not stopping properly,Rear Brake Shoe Worn (Motorcycle),,0.84,Medium,P-128,0.5,400-800,Remove rear wheel. Inspect brake shoes for lining thickness. Replace shoes if below minimum. Clean drum surface. Adjust brake lever.,"Hero Splendor,Honda Activa,Bajaj CT,TVS Star City"
F0390,Bike,Bike,motorcycle rear brake needs more lever pressure,Rear Brake Shoe Worn (Motorcycle),,0.84,Medium,P-128,0.5,400-800,Remove rear wheel. Inspect brake shoes for lining thickness. Replace shoes if below minimum. Clean drum surface. Adjust brake lever.,"Hero Splendor,Honda Activa,Bajaj CT,TVS Star City"
F0391,Bike,Bike,bike speedometer cable broken speedo not working,Speedometer Cable Failure (Motorcycle),,0.8,Low,P-129,0.5,300-600,Inspect cable at both ends. Replace speedometer cable. Lubricate new cable before installation. Check speedometer drive gear at wheel hub.,"Hero Splendor,Hero HF,Bajaj Pulsar,Honda Shine"
F0392,Bike,Bike,speedometer needle not moving cable noise,Speedometer Cable Failure (Motorcycle),,0.8,Low,P-129,0.5,300-600,Inspect cable at both ends. Replace speedometer cable. Lubricate new cable before installation. Check speedometer drive gear at wheel hub.,"Hero Splendor,Hero HF,Bajaj Pulsar,Honda Shine"
F0393,Bike,Bike,motorcycle speedometer stopped showing speed,Speedometer Cable Failure (Motorcycle),,0.8,Low,P-129,0.5,300-600,Inspect cable at both ends. Replace speedometer cable. Lubricate new cable before installation. Check speedometer drive gear at wheel hub.,"Hero Splendor,Hero HF,Bajaj Pulsar,Honda Shine"
F0394,Bike,Bike,bike kick starter jammed wont move,Kick Starter Mechanism Failure,,0.81,Medium,P-130,1.5,800-2000,"Remove right side engine cover. Inspect kick starter gear, return spring, and ratchet. Replace broken spring or worn gear. Reassemble.","Hero Splendor,Bajaj CT,TVS Star City,Honda Shine"
F0395,Bike,Bike,kick lever stuck in one position,Kick Starter Mechanism Failure,,0.81,Medium,P-130,1.5,800-2000,"Remove right side engine cover. Inspect kick starter gear, return spring, and ratchet. Replace broken spring or worn gear. Reassemble.","Hero Splendor,Bajaj CT,TVS Star City,Honda Shine"
F0396,Bike,Bike,motorcycle kick start mechanism broken,Kick Starter Mechanism Failure,,0.81,Medium,P-130,1.5,800-2000,"Remove right side engine cover. Inspect kick starter gear, return spring, and ratchet. Replace broken spring or worn gear. Reassemble.","Hero Splendor,Bajaj CT,TVS Star City,Honda Shine"
F0397,Bike,Bike,scooter CVT belt making noise and slipping,CVT Drive Belt Worn (Scooter),,0.83,Medium,P-131,1.5,1200-2500,Remove CVT cover. Inspect drive belt for wear cracks and glazing. Replace belt. Check roller weights and variator. Reassemble and test.,"Honda Activa,TVS Jupiter,Suzuki Access,Hero Pleasure"
F0398,Bike,Bike,automatic scooter losing acceleration belt worn,CVT Drive Belt Worn (Scooter),,0.83,Medium,P-131,1.5,1200-2500,Remove CVT cover. Inspect drive belt for wear cracks and glazing. Replace belt. Check roller weights and variator. Reassemble and test.,"Honda Activa,TVS Jupiter,Suzuki Access,Hero Pleasure"
F0399,Bike,Bike,drive belt worn scooter sluggish and noisy,CVT Drive Belt Worn (Scooter),,0.83,Medium,P-131,1.5,1200-2500,Remove CVT cover. Inspect drive belt for wear cracks and glazing. Replace belt. Check roller weights and variator. Reassemble and test.,"Honda Activa,TVS Jupiter,Suzuki Access,Hero Pleasure"
F0400,Truck,Truck/Commercial,truck air brake not building pressure,Air Brake Compressor or Leak,,0.85,Critical,P-132,4,8000-15000,Check air compressor output. Inspect entire air system for leaks with soapy water. Replace leaking valves hoses or compressor. Test governor cut-in pressure.,"Tata Ace,Mahindra Bolero Pickup,Ashok Leyland Dost,Eicher Light Truck"
F0401,Truck,Truck/Commercial,air pressure gauge not rising brake warning,Air Brake Compressor or Leak,,0.85,Critical,P-132,4,8000-15000,Check air compressor output. Inspect entire air system for leaks with soapy water. Replace leaking valves hoses or compressor. Test governor cut-in pressure.,"Tata Ace,Mahindra Bolero Pickup,Ashok Leyland Dost,Eicher Light Truck"
F0402,Truck,Truck/Commercial,commercial vehicle air brake system leaking,Air Brake Compressor or Leak,,0.85,Critical,P-132,4,8000-15000,Check air compressor output. Inspect entire air system for leaks with soapy water. Replace leaking valves hoses or compressor. Test governor cut-in pressure.,"Tata Ace,Mahindra Bolero Pickup,Ashok Leyland Dost,Eicher Light Truck"
F0403,Truck,Truck/Commercial,truck turbo whistling loudly losing power,Turbocharger Failure (Commercial),P0299,0.84,Critical,P-133,6,20000-40000,Check boost pressure. Inspect turbo shaft for play. Check oil supply and return lines. Replace turbocharger. Replace oil feed pipe. Use new gaskets.,"Tata 407,Ashok Leyland Dost,Eicher Pro,BharatBenz"
F0404,Truck,Truck/Commercial,heavy vehicle turbo making abnormal sound,Turbocharger Failure (Commercial),P0299,0.84,Critical,P-133,6,20000-40000,Check boost pressure. Inspect turbo shaft for play. Check oil supply and return lines. Replace turbocharger. Replace oil feed pipe. Use new gaskets.,"Tata 407,Ashok Leyland Dost,Eicher Pro,BharatBenz"
F0405,Truck,Truck/Commercial,commercial diesel turbo boost dropping,Turbocharger Failure (Commercial),P0299,0.84,Critical,P-133,6,20000-40000,Check boost pressure. Inspect turbo shaft for play. Check oil supply and return lines. Replace turbocharger. Replace oil feed pipe. Use new gaskets.,"Tata 407,Ashok Leyland Dost,Eicher Pro,BharatBenz"
F0406,Truck,Truck/Commercial,truck leaf spring broken rear sagging,Leaf Spring Failure,,0.86,High,P-134,3,3000-6000,Jack vehicle and support chassis. Remove U-bolts and spring assembly. Replace broken leaf or entire spring pack. Reassemble with new U-bolts.,"Tata Ace,Mahindra Bolero,Ashok Leyland,Eicher"
F0407,Truck,Truck/Commercial,one leaf in spring pack cracked,Leaf Spring Failure,,0.86,High,P-134,3,3000-6000,Jack vehicle and support chassis. Remove U-bolts and spring assembly. Replace broken leaf or entire spring pack. Reassemble with new U-bolts.,"Tata Ace,Mahindra Bolero,Ashok Leyland,Eicher"
F0408,Truck,Truck/Commercial,commercial vehicle rear suspension spring broken,Leaf Spring Failure,,0.86,High,P-134,3,3000-6000,Jack vehicle and support chassis. Remove U-bolts and spring assembly. Replace broken leaf or entire spring pack. Reassemble with new U-bolts.,"Tata Ace,Mahindra Bolero,Ashok Leyland,Eicher"
F0409,Truck,Truck/Commercial,truck clutch plate heavy clutch burnt smell,Clutch Assembly Failure (Commercial),,0.85,High,P-135,6,8000-15000,Remove gearbox from vehicle. Replace complete clutch assembly disc pressure plate and bearing. Resurface flywheel. Reassemble and adjust.,"Tata 407,Mahindra Bolero,Ashok Leyland,Eicher"
F0410,Truck,Truck/Commercial,commercial vehicle clutch slipping with burnt smell,Clutch Assembly Failure (Commercial),,0.85,High,P-135,6,8000-15000,Remove gearbox from vehicle. Replace complete clutch assembly disc pressure plate and bearing. Resurface flywheel. Reassemble and adjust.,"Tata 407,Mahindra Bolero,Ashok Leyland,Eicher"
F0411,Truck,Truck/Commercial,heavy vehicle clutch not engaging properly under load,Clutch Assembly Failure (Commercial),,0.85,High,P-135,6,8000-15000,Remove gearbox from vehicle. Replace complete clutch assembly disc pressure plate and bearing. Resurface flywheel. Reassemble and adjust.,"Tata 407,Mahindra Bolero,Ashok Leyland,Eicher"
F0412,Truck,Truck/Commercial,truck king pin worn steering loose and wandering,King Pin Wear (Commercial),,0.83,High,P-136,4,4000-8000,Jack front axle and check king pin for vertical play. Replace king pin bushes and thrust bearings. Grease new pins. Get wheel alignment.,"Tata 407,Ashok Leyland,Eicher Pro,BharatBenz"
F0413,Truck,Truck/Commercial,front axle king pin play excessive,King Pin Wear (Commercial),,0.83,High,P-136,4,4000-8000,Jack front axle and check king pin for vertical play. Replace king pin bushes and thrust bearings. Grease new pins. Get wheel alignment.,"Tata 407,Ashok Leyland,Eicher Pro,BharatBenz"
F0414,Truck,Truck/Commercial,commercial vehicle front wheel wobbling kingpin,King Pin Wear (Commercial),,0.83,High,P-136,4,4000-8000,Jack front axle and check king pin for vertical play. Replace king pin bushes and thrust bearings. Grease new pins. Get wheel alignment.,"Tata 407,Ashok Leyland,Eicher Pro,BharatBenz"
F0415,Car,Engine,car not starting and battery seems fine engine cranks slowly,Starter Motor Failure,,0.8,High,P-008,2,3000-5500,Test battery then starter motor. Replace starter if faulty.,"Maruti Swift,Hyundai i20"
F0416,Car,Engine,smell of burning oil from engine bay with blue smoke,Valve Stem Seal Leak,,0.82,High,P-003,6,5000-10000,Replace valve stem seals. Check valve guides for wear.,"Honda City,Hyundai Verna"
F0417,Car,Engine,engine misfiring in rain or wet weather,Ignition Lead Moisture,P0300,0.75,Low,P-010,1,1000-2000,Dry and replace ignition leads. Apply dielectric grease to connections.,"Maruti WagonR,Hyundai i10"
F0418,Car,Engine,exhaust popping on deceleration with smell,Exhaust Valve Not Seating,P0300,0.78,Medium,P-031,5,5000-9000,Perform valve job. Lap or replace exhaust valves. Replace valve seals.,"Maruti Swift,Honda City"
F0419,Car,Engine,engine overheating only in traffic not on highway,Radiator Fan Relay Failure,,0.81,High,P-080,1,1000-2500,Test fan relay. Replace relay. Check coolant temp sensor input.,"Hyundai Creta,Tata Nexon"
F0420,Car,Brakes,brakes making noise only in morning first few stops,Brake Disc Surface Rust,,0.7,Low,P-046,0,0-0,Normal condition. Light surface rust cleared by first few brake applications. No action needed.,Universal
F0421,Car,Brakes,brake pedal pulsating at low speed gentle braking,Brake Disc Thickness Variation,,0.79,Medium,P-048,2,2500-4500,Measure disc thickness variation DTV. Machine or replace discs if out of spec.,"Maruti Swift,Hyundai Creta"
F0422,Car,Electrical,car accessories working but engine wont crank at all,Starter Relay or Ignition Switch Failure,,0.8,Medium,P-008,1.5,1500-3000,Test voltage at starter solenoid. Check ignition switch. Replace relay or switch.,"Maruti Dzire,Tata Tigor"
F0423,Car,Electrical,battery draining when parked boot light or glove box light staying on,Interior Light Switch Faulty,,0.77,Low,P-061,1,500-1500,Check all courtesy lights. Replace faulty switch. Check boot pin switch.,Universal
F0424,Car,Transmission,car jerking at low speed in first gear,Clutch Damper Spring Weak,,0.76,Medium,P-032,4,5000-9000,Replace clutch disc with fresh damper springs. Check flywheel surface.,"Maruti Swift,Hyundai i20"
F0425,Car,Transmission,automatic car not moving in drive delayed engagement,Low ATF Causing Clutch Pack Slip,P0700,0.82,High,P-040,2,3000-6000,Check ATF level. Top up or change fluid and filter. Test line pressure.,"Hyundai Creta AT,Kia Seltos AT"
F0426,Car,Suspension,car making rattling noise front end going over small bumps,Stabilizer Link Ball Joint Worn,,0.81,Low,P-077,1,1000-2000,Inspect sway bar links. Replace worn links in pairs.,"Maruti Baleno,Kia Sonet"
F0427,Car,Cooling,engine temperature gauge fluctuating up and down,Thermostat Sticking Intermittent,P0128,0.78,Medium,P-012,1.5,1200-2500,Replace thermostat. Flush cooling system. Refill with fresh coolant.,"Maruti Swift,Tata Nexon"
F0428,Car,Cooling,steam from under bonnet with sweet smell,Coolant Hose Pin Hole Leak,,0.83,High,P-081,1,800-1800,Pressure test system. Locate pinhole in hose. Replace damaged hose and clamps.,"Hyundai i20,Honda City"
F0429,Car,Fuel System,car hesitating and surging during acceleration,Throttle Body Carbon Buildup,"P0121,P0122",0.79,Medium,P-024,1,1000-2000,Remove and clean throttle body with carb cleaner. Reset idle relearn procedure.,"Maruti Swift,Hyundai i20"
F0430,Car,Exhaust,rattling noise from underneath car exhaust heat shield,Exhaust Heat Shield Loose,,0.8,Low,P-098,0.5,300-800,Locate loose heat shield. Reattach with new clamps or worm drive bands.,Universal
F0431,Car,Steering,steering wheel off center after hitting pothole,Wheel Alignment Disturbed,,0.82,Low,,1,500-1500,Perform 4 wheel alignment. Check for bent steering or suspension parts.,Universal
F0432,Car,AC/HVAC,AC cooling reduces after 30 minutes of driving,AC Receiver Dryer Saturated,,0.77,Medium,P-108,2,2000-4000,Replace receiver dryer. Vacuum system. Recharge with correct refrigerant amount.,"Maruti Swift,Hyundai Creta"
F0433,Car,AC/HVAC,water dripping on passenger feet from under dashboard,AC Drain Pipe Blocked,,0.83,Low,P-109,0.5,300-500,Locate and clear AC evaporator drain pipe with compressed air. Clean evaporator tray.,Universal
F0434,Bike,Bike,bike chain making too much noise and vibration,Chain and Sprocket Kit Worn Beyond Limit,,0.85,Medium,"P-119,P-120",1.5,1500-3000,Replace chain and both sprockets as set. Adjust tension. Lubricate chain.,"Hero Splendor,Bajaj Pulsar"
F0435,Bike,Bike,scooter not starting electric start motor just whirring,Scooter Starter Clutch Failure,,0.8,Medium,P-125,2,2000-4000,Remove starter motor. Replace starter clutch assembly. Check starter gear teeth.,"Honda Activa,TVS Jupiter"
F0436,Bike,Bike,bike stalling when coming to stop at traffic signal,Idle Jet Blocked in Carburetor,,0.79,Medium,P-123,1,500-1500,Remove and disassemble carburetor. Clean idle jet and pilot jet passages. Reassemble and tune.,"Hero Splendor,Bajaj CT"
F0437,Bike,Bike,Royal Enfield making thud noise from engine,RE Engine Primary Chain Tensioner Wear,,0.81,Medium,P-119,2,2000-4000,Adjust or replace primary chain tensioner. Check primary chain stretch. Replace if needed.,"Royal Enfield Classic,Royal Enfield Bullet"
F0438,Bike,Bike,bike headlight flickering while riding,Bike Voltage Regulator Rectifier Fault,,0.8,Medium,P-122,1,1000-2000,Test regulator rectifier output voltage. Replace if output erratic. Check stator coil also.,"Bajaj Pulsar,Yamaha FZ,TVS Apache"
F0439,Car,Engine,diesel car producing white smoke on cold start then stops,Diesel Cold Start Normal or Glow Plug Slow,P0380,0.72,Low,P-026,1,1000-2000,Check glow plug operation and pre-heat time. Replace slow heating glow plugs. Check fuel quality.,"Mahindra Bolero,Tata Nexon Diesel"
F0440,Car,Engine,engine making grinding noise from accessory belt area,Idler Pulley Bearing Failure,,0.8,Medium,P-017,1,800-1500,Identify noisy pulley by removing belt and spinning each. Replace failed idler or tensioner pulley.,"Maruti Swift,Hyundai i20,Honda City"
F0441,Car,Electrical,reverse camera not working black screen when reversing,Reverse Camera Wiring or Unit Failure,,0.78,Low,P-061,1,1500-3000,Check camera power and video signal wiring. Replace camera unit if faulty. Check head unit input.,"Hyundai Creta,Kia Seltos,Tata Nexon"
F0442,Car,Electrical,keyless entry not working remote not responding,Key Fob Battery Dead or Antenna Issue,,0.82,Low,P-065,0.5,200-1000,Replace key fob battery. If still not working check car antenna module. Re-pair key fob.,"Hyundai Creta,Kia Seltos,Tata Harrier"
F0443,SUV,Suspension,rear end swaying on highway at high speed,Rear Shock Absorbers Worn on SUV,,0.82,High,P-071,3,4000-8000,Replace both rear shock absorbers. Check rear sway bar links. Test drive for stability.,"Toyota Fortuner,Mahindra Scorpio,Tata Safari"
F0444,SUV,Steering,steering heavy at low speed parking,Power Steering Fluid Level Low,,0.78,Low,P-104,0.5,400-800,Check and top up power steering fluid. Inspect for leaks at pump hoses and rack.,"Mahindra Scorpio,Toyota Innova"
F0445,Truck,Truck/Commercial,truck jake brake not working retarder fault,Engine Brake Solenoid Failure,,0.8,Medium,P-132,3,5000-10000,Test engine brake solenoid valves. Check ECU signal. Replace failed solenoid.,"Ashok Leyland,Eicher Pro,BharatBenz"
F0446,Truck,Truck/Commercial,heavy vehicle air pressure building slowly,Air Compressor Governor Fault,,0.82,High,P-132,3,6000-12000,Test air governor cut-in and cut-out pressures. Replace governor if out of spec. Check compressor valves.,"Tata 407,Ashok Leyland Dost"
F0447,Car,Body,wiper blades leaving streaks not clearing properly,Wiper Blade Rubber Worn,,0.88,Low,P-149,0.25,300-600,Replace wiper blade inserts or complete blade assembly. Clean windshield surface.,Universal
F0448,Car,Body,door not closing properly latch not catching,Door Striker Plate Misaligned,,0.79,Low,P-114,0.5,300-800,Adjust door striker plate position. Tighten mounting bolts. Check door hinge condition.,"Maruti Alto,Hyundai i10"
F0449,Car,Fuel System,petrol smell inside car cabin,Fuel Tank Breather or Charcoal Canister Issue,P0440,0.78,Medium,P-091,2,2000-4000,Check charcoal canister and purge valve. Inspect fuel tank breather line. Replace if saturated.,"Maruti Swift,Hyundai i20"
F0450,Car,Engine,car failing emission test high CO or HC,Catalytic Converter Efficiency Low,P0420,0.82,High,P-093,3,8000-15000,Check catalyst efficiency. Replace catalytic converter. Also check O2 sensors and fuel system.,"Maruti Swift,Honda City,Hyundai i20"
F0451,Car,Transmission,noise from gearbox in neutral that goes away with clutch pressed,Gearbox Input Shaft Bearing Noise,,0.79,High,P-036,8,8000-15000,Noise in neutral disappearing with clutch = input bearing. Remove gearbox. Replace bearing.,"Maruti Swift,Hyundai i20"
F0452,Bike,Bike,motorcycle engine overheating in traffic,Bike Engine Oil Level Low or Degraded,,0.8,Medium,P-139,0.5,500-1000,Check and top up engine oil. If oil dark and old do full oil change. Check for oil leaks.,"Bajaj Pulsar,TVS Apache,Yamaha FZ"
F0453,Bike,Bike,bike side stand sensor not allowing start,Side Stand Switch Malfunction,,0.82,Low,P-061,0.5,300-600,Check side stand switch connector. Clean or replace switch. Some bypass with jumper wire.,"Bajaj Pulsar,KTM Duke,Yamaha R15"
F0454,Bike,Bike,bike exhaust making loud popping sound on deceleration,Exhaust Valve or Leak at Header,,0.76,Low,P-094,1,800-2000,Check exhaust header gasket and tighten clamps. If aftermarket exhaust check fitment.,"Royal Enfield,KTM Duke,Bajaj Pulsar"
